HGNC approved symbol;HGNC approved name;UniProt ID (human);Pfam domains;UniProt AC (mouse);UniProt ID (mouse);Function;Modification;Protein complex;Target molecule;Target entity;Product
CDY2A;chromodomain protein, Y-linked, 2A;CDY2_HUMAN;Chromo PF00385 6-57, ECH PF00378 288-536, Pfam-B_51834 PB051834 101-149;#;#;Histone modification write;Histone acetylation;#;histone;#;#
CDY2B;chromodomain protein, Y-linked, 2B;CDY2_HUMAN;Chromo PF00385 6-57, ECH PF00378 288-536, Pfam-B_51834 PB051834 101-149;#;#;Histone modification write;Histone acetylation;#;histone;#;#
EID2B;EP300 interacting inhibitor of differentiation 2B;EID2B_HUMAN;#;#;#;Histone modification erase cofactor;Histone acetylation;#;histone;#;#
ZBTB16;zinc finger and BTB domain containing 16;ZBT16_HUMAN;BTB PF00651 24-126, zf-C2H2 PF00096 491-512 630-652, zf-C2H2_4 PF13894 432-455, zf-C2H2_6 PF13912 460-486, zf-H2C2_2 PF13465 532-556 560-584 588-612;#;#;Histone modification erase cofactor;Histone acetylation;#;histone;#;#
ZMYND8;zinc finger, MYND-type containing 8;PKCB1_HUMAN;Bromodomain PF00439 157-240, DUF3544 PF12064 412-622, PHD PF00628 90-133, PWWP PF00855 275-349, zf-MYND PF01753 1028-1062;#;#;Histone modification erase cofactor;Histone acetylation;#;histone;#;#
SRCAP;Snf2-related CREBBP activator protein;SRCAP_HUMAN;HSA PF07529 125-196, Helicase_C PF00271 2077-2156, SNF2_N PF00176 621-907;#;#;Chromatin remodeling, Histone modification erase;Histone acetylation;NuA4-related complex, SRCAP;histone;H2A.Z;#
APOBEC3F;apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F;ABC3F_HUMAN;APOBEC_N PF08210 3-189 199-373;#;#;DNA modification, RNA modification;DNA demethylation, mRNA editing;APOB_mRNA_editosome;DNA, RNA;ssDNA, mRNA, mC;dhU
APOBEC3G;apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G;ABC3G_HUMAN;APOBEC_N PF08210 3-182 202-380;#;#;DNA modification, RNA modification;DNA demethylation, mRNA editing;APOB_mRNA_editosome;DNA, RNA;ssDNA, mRNA, mC;dhU
APOBEC3H;apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H;ABC3H_HUMAN;APOBEC_C PF05240 116-174, dCMP_cyt_deam_1 PF00383 24-99;#;#;DNA modification, RNA modification;DNA demethylation, mRNA editing;APOB_mRNA_editosome;DNA, RNA;ssDNA, mRNA, mC;dhU
APOBEC3A;apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A;ABC3A_HUMAN;APOBEC_C PF05240 133-187;#;#;DNA modification, RNA modification;DNA demethylation, mRNA editing;#;DNA, RNA;ssDNA, mRNA, mC;dhU
APOBEC3C;apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C;ABC3C_HUMAN;APOBEC_C PF05240 128-182;#;#;DNA modification, RNA modification;DNA demethylation, mRNA editing;#;DNA, RNA;ssDNA, mRNA, mC;dhU
APOBEC3D;apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D;ABC3D_HUMAN;APOBEC_C PF05240 140-194 324-378;#;#;DNA modification, RNA modification;DNA demethylation, mRNA editing;#;DNA, RNA;ssDNA, mRNA, mC;dhU
SCML2;sex comb on midleg-like 2 (Drosophila);SCML2_HUMAN;DUF3588 PF12140 353-468, MBT PF02820 67-139 176-244, SAM_1 PF00536 629-695;#;#;Polycomb group (PcG) protein;#;PRC1;#;#;#
PARP3;poly (ADP-ribose) polymerase family, member 3;PARP3_HUMAN;PARP PF00644 322-533, PARP_reg PF02877 182-320, WGR PF05406 62-144;#;#;Polycomb group (PcG) protein;#;#;#;#;#
SP140;SP140 nuclear body protein;SP140_HUMAN;Bromodomain PF00439 775-842, PHD PF00628 692-736, SAND PF01342 580-661, Sp100 PF03172 36-139;#;#;Histone modification read, TF;#;#;histone;H3;#
RSF1;remodeling and spacing factor 1;RSF1_HUMAN;PHD PF00628 893-941, WHIM1 PF15612 98-148, WHIM2 PF15613 150-182, WHIM3 PF15614 188-409;#;#;Histone modification read;#;RSF;histone;#;#
BRD1;bromodomain containing 1;BRD1_HUMAN;Bromodomain PF00439 571-654, EPL1 PF10513 46-196, PHD_2 PF13831 228-262, PWWP PF00855 927-1042, zf-HC5HC2H_2 PF13832 269-388;#;#;Histone modification read;#;MOZ/MORF;histone;H3K36me3, H3;#
BRPF1;bromodomain and PHD finger containing, 1;BRPF1_HUMAN;Bromodomain PF00439 637-720, EPL1 PF10513 105-255, PHD_2 PF13831 287-321, PWWP PF00855 1083-1198, zf-HC5HC2H_2 PF13832 328-447;#;#;Histone modification read;#;MOZ/MORF;histone;H3K36me3;#
CECR2;cat eye syndrome chromosome region, candidate 2;CECR2_HUMAN;Bromodomain PF00439 443-526, Pfam-B_13010 PB013010 1-329, Pfam-B_18245 PB018245 800-968, Pfam-B_20164 PB020164 331-419;#;#;Histone modification read;#;CERF, CERF;histone;H2A, H3;#
ATAD2B;ATPase family, AAA domain containing 2B;ATD2B_HUMAN;AAA PF00004 437-572, Bromodomain PF00439 967-1050, Pfam-B_11064 PB011064 896-932, Pfam-B_130965 PB130965 330-388;#;#;Histone modification read;#;#;histone;H1.4, H2A, H2B, H3 and H4;#
TAF1L;TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like;TAF1L_HUMAN;Bromodomain PF00439 1408-1491 1528-1614, DUF3591 PF12157 584-1047, Pfam-B_10720 PB010720 330-385, TBP-binding PF09247 21-86, zf-CCHC_6 PF15288 1280-1319;#;#;Histone modification read;#;#;histone;H1.4ac, H2Aac, H2Bac, H3ac, H4ac;#
BAZ2B;bromodomain adjacent to zinc finger domain, 2B;BAZ2B_HUMAN;Bromodomain PF00439 2069-2151, DDT PF02791 1087-1149, MBD PF01429 739-813, PHD PF00628 1933-1981, Pfam-B_10350 PB010350 521-649, Pfam-B_12038 PB012038 1200-1479, Pfam-B_13066 PB013066 91-399, Pfam-B_1587 PB001587 401-519, Pfam-B_17078 PB017078 1618-1728, Pfam-B_17427 PB017427 1-89, Pfam-B_9375 PB009375 1481-1616;#;#;Histone modification read;#;#;histone, DNA;H1.4ac, H2Aac, H2Bac, H3ac,  H4Kac;#
FBRSL1;fibrosin-like 1;FBSL_HUMAN;Auts2 PF15336 587-791, Pfam-B_17807 PB017807 439-487, Pfam-B_187339 PB187339 41-131, Pfam-B_52362 PB052362 164-412;#;#;Histone modification;#;RING2-FBRS;histone;#;#
TAF4;TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa;TAF4_HUMAN;Pfam-B_41790 PB041790 141-219, Pfam-B_7817 PB007817 411-499, Pfam-B_906 PB000906 1-139, TAF4 PF05236 834-1084, TAFH PF07531 590-688;#;#;Histone chaperone;#;TFTC-HAT, CHD8, MLL2/3, MLL4/WBP7;histone;#;#
ARID2;AT rich interactive domain 2 (ARID, RFX-like);ARID2_HUMAN;ARID PF01388 10-101, Pfam-B_11884 PB011884 1660-1747, Pfam-B_14804 PB014804 1051-1098, Pfam-B_649 PB000649 1529-1658, Pfam-B_6603 PB006603 1239-1268, RFX_DNA_binding PF02257 517-604;#;#;Chromatin remodeling cofactor;#;PBAF;DNA;DNA motif;#
INO80E;INO80 complex subunit E;IN80E_HUMAN;#;#;#;Chromatin remodeling cofactor;#;#;chromatin;#;#
BPTF;bromodomain PHD finger transcription factor;BPTF_HUMAN;Bromodomain PF00439 2936-3019, DDT PF02791 240-300, PHD PF00628 392-437 2869-2918, Pfam-B_14861 PB014861 2113-2229, Pfam-B_26081 PB026081 91-205, Pfam-B_911 PB000911 1922-2111, Pfam-B_94218 PB094218 1-89, WHIM1 PF15612 339-388;#;#;Chromatin remodeling;#;NuRF;chromatin;#;#
CHD3;chromodomain helicase DNA binding protein 3;CHD3_HUMAN;CHDCT2 PF08074 1735-1907, CHDNT PF08073 147-201, Chromo PF00385 539-574 631-683, DUF1086 PF06461 1363-1519, DUF1087 PF06465 1293-1357, Helicase_C PF00271 1094-1174, PHD PF00628 381-426 458-503, SNF2_N PF00176 739-1035;#;#;Chromatin remodeling;#;NuRD;DNA;#;#
ERCC6;excision repair cross-complementation group 6;ERCC6_HUMAN;Helicase_C PF00271 873-952, Pfam-B_58020 PB058020 1-49, SNF2_N PF00176 510-812;#;#;Chromatin remodeling;#;B-WICH;chromatin;#;#
HMGN4;high mobility group nucleosomal binding domain 4;HMGN4_HUMAN;HMG14_17 PF01101 2-90;#;#;Chromatin remodeling;#;#;histone;H1;#
DOT1L;DOT1-like histone H3K79 methyltransferase;DOT1L_HUMAN;DOT1 PF08123 115-317, Pfam-B_30738 PB030738 501-539;-;-;Histone modification write;Histone methylation;#;histone;H3K79;#
MLLT1;myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila);;;;;;;;;;
MLLT10;myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila);;;;;;;;;;
MLLT6;myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila);;;;;;;;;;
